county,crop,season,year,yield_kg_per_ha,area_planted_ha,avg_rainfall_mm,avg_temp_celsius,rainfall_deviation,ph_level,soil_type,fertility_index,rainfall_category,temp_category,season_encoded,crop_encoded,county_encoded
Kisumu,Potatoes,Short Rains,2024,3578.22,3797.26,352.33,28.7,-63.2,7.43,Silty Clay,0.5,Low,Hot,0,2,2
Machakos,Maize,Long Rains,2015,1181.56,4522.51,885.98,16.77,8.48,5.29,Loam,0.35,High,Cool,1,1,3
Machakos,Maize,Short Rains,2015,2669.43,4149.64,913.93,26.81,72.79,5.29,Loam,0.35,High,Hot,0,1,3
Machakos,Maize,Long Rains,2016,1984.18,4488.06,820.86,20.85,79.51,5.29,Loam,0.35,High,Warm,1,1,3
Machakos,Maize,Short Rains,2016,2240.05,153.1,346.11,30.42,-18.89,5.29,Loam,0.35,Low,Hot,0,1,3
Machakos,Maize,Long Rains,2017,4149.91,547.3,872.36,28.79,-97.14,5.29,Loam,0.35,High,Hot,1,1,3
Machakos,Maize,Short Rains,2017,1981.46,4755.3,796.61,23.87,126.1,5.29,Loam,0.35,Medium,Warm,0,1,3
Machakos,Maize,Long Rains,2018,4317.25,2909.85,1049.96,25.88,56.91,5.29,Loam,0.35,High,Hot,1,1,3
Machakos,Maize,Short Rains,2018,3137.8,2297.38,557.62,30.23,-133.43,5.29,Loam,0.35,Medium,Hot,0,1,3
Machakos,Maize,Long Rains,2019,1884.88,1710.46,678.99,28.16,128.19,5.29,Loam,0.35,Medium,Hot,1,1,3
Machakos,Maize,Short Rains,2019,3288.32,3786.64,441.7,24.05,-14.65,5.29,Loam,0.35,Medium,Warm,0,1,3
Machakos,Maize,Long Rains,2020,3728.84,3969.13,974.09,29.11,-136.33,5.29,Loam,0.35,High,Hot,1,1,3
Machakos,Maize,Short Rains,2020,1137.46,2522.66,755.08,24.6,-131.47,5.29,Loam,0.35,Medium,Warm,0,1,3
Machakos,Maize,Long Rains,2021,1012.97,2792.69,322.43,24.67,71.81,5.29,Loam,0.35,Low,Warm,1,1,3
Machakos,Maize,Short Rains,2021,2433.66,4449.75,308.72,31.68,-136.23,5.29,Loam,0.35,Low,Hot,0,1,3
Machakos,Maize,Long Rains,2022,2098.39,673.63,810.12,15.79,-44.9,5.29,Loam,0.35,High,Cool,1,1,3
Machakos,Maize,Short Rains,2022,1329.07,3831.4,655.02,20.97,-29.19,5.29,Loam,0.35,Medium,Warm,0,1,3
Machakos,Maize,Long Rains,2023,3087.41,595.5,1136.92,30.96,-95.93,5.29,Loam,0.35,High,Hot,1,1,3
Machakos,Maize,Short Rains,2023,1111.2,3534.75,957.46,26.24,115.17,5.29,Loam,0.35,High,Hot,0,1,3
Machakos,Maize,Long Rains,2024,1069.22,4127.11,822.79,26.58,-74.61,5.29,Loam,0.35,High,Hot,1,1,3
Machakos,Maize,Short Rains,2024,3413.1,498.61,1031.63,24.13,-56.92,5.29,Loam,0.35,High,Warm,0,1,3
Machakos,Beans,Long Rains,2015,1113.9,4934.53,885.98,16.77,8.48,5.29,Loam,0.35,High,Cool,1,0,3
Machakos,Beans,Short Rains,2015,2184.8,1916.15,913.93,26.81,72.79,5.29,Loam,0.35,High,Hot,0,0,3
Machakos,Beans,Long Rains,2016,3807.36,4741.52,820.86,20.85,79.51,5.29,Loam,0.35,High,Warm,1,0,3
Machakos,Beans,Short Rains,2016,4448.2,3791.55,346.11,30.42,-18.89,5.29,Loam,0.35,Low,Hot,0,0,3
Machakos,Beans,Long Rains,2017,2192.16,509.15,872.36,28.79,-97.14,5.29,Loam,0.35,High,Hot,1,0,3
Machakos,Beans,Short Rains,2017,3675.44,2836.18,796.61,23.87,126.1,5.29,Loam,0.35,Medium,Warm,0,0,3
Machakos,Beans,Long Rains,2018,2369.62,4541.14,1049.96,25.88,56.91,5.29,Loam,0.35,High,Hot,1,0,3
Machakos,Beans,Short Rains,2018,1211.43,2513.86,557.62,30.23,-133.43,5.29,Loam,0.35,Medium,Hot,0,0,3
Machakos,Beans,Long Rains,2019,842.01,2396.44,678.99,28.16,128.19,5.29,Loam,0.35,Medium,Hot,1,0,3
Machakos,Beans,Short Rains,2019,1008.32,682.21,441.7,24.05,-14.65,5.29,Loam,0.35,Medium,Warm,0,0,3
Machakos,Beans,Long Rains,2020,1234.85,3281.13,974.09,29.11,-136.33,5.29,Loam,0.35,High,Hot,1,0,3
Machakos,Beans,Short Rains,2020,3560.37,2958.51,755.08,24.6,-131.47,5.29,Loam,0.35,Medium,Warm,0,0,3
Machakos,Beans,Long Rains,2021,4360.04,1936.87,322.43,24.67,71.81,5.29,Loam,0.35,Low,Warm,1,0,3
Machakos,Beans,Short Rains,2021,1857.13,4356.14,308.72,31.68,-136.23,5.29,Loam,0.35,Low,Hot,0,0,3
Machakos,Beans,Long Rains,2022,1627.3,4819.79,810.12,15.79,-44.9,5.29,Loam,0.35,High,Cool,1,0,3
Machakos,Beans,Short Rains,2022,844.97,4852.41,655.02,20.97,-29.19,5.29,Loam,0.35,Medium,Warm,0,0,3
Machakos,Beans,Long Rains,2023,959.69,4466.6,1136.92,30.96,-95.93,5.29,Loam,0.35,High,Hot,1,0,3
Machakos,Beans,Short Rains,2023,2752.49,4965.53,957.46,26.24,115.17,5.29,Loam,0.35,High,Hot,0,0,3
Machakos,Beans,Long Rains,2024,1073.05,2813.89,822.79,26.58,-74.61,5.29,Loam,0.35,High,Hot,1,0,3
Machakos,Beans,Short Rains,2024,4386.42,2663.18,1031.63,24.13,-56.92,5.29,Loam,0.35,High,Warm,0,0,3
Machakos,Wheat,Long Rains,2015,3128.77,3509.17,885.98,16.77,8.48,5.29,Loam,0.35,High,Cool,1,4,3
Machakos,Wheat,Short Rains,2015,2481.8,3175.03,913.93,26.81,72.79,5.29,Loam,0.35,High,Hot,0,4,3
Machakos,Wheat,Long Rains,2016,2961.96,4515.67,820.86,20.85,79.51,5.29,Loam,0.35,High,Warm,1,4,3
Machakos,Wheat,Short Rains,2016,968.15,1476.72,346.11,30.42,-18.89,5.29,Loam,0.35,Low,Hot,0,4,3
Machakos,Wheat,Long Rains,2017,4316.52,4462.29,872.36,28.79,-97.14,5.29,Loam,0.35,High,Hot,1,4,3
Machakos,Wheat,Short Rains,2017,2485.93,3138.65,796.61,23.87,126.1,5.29,Loam,0.35,Medium,Warm,0,4,3
Machakos,Wheat,Long Rains,2018,1826.31,1021.79,1049.96,25.88,56.91,5.29,Loam,0.35,High,Hot,1,4,3
Machakos,Wheat,Short Rains,2018,2515.68,1831.43,557.62,30.23,-133.43,5.29,Loam,0.35,Medium,Hot,0,4,3
Machakos,Wheat,Long Rains,2019,2959.53,480.9,678.99,28.16,128.19,5.29,Loam,0.35,Medium,Hot,1,4,3
Machakos,Wheat,Short Rains,2019,4405.26,4932.43,441.7,24.05,-14.65,5.29,Loam,0.35,Medium,Warm,0,4,3
Machakos,Wheat,Long Rains,2020,3383.2,2726.87,974.09,29.11,-136.33,5.29,Loam,0.35,High,Hot,1,4,3
Machakos,Wheat,Short Rains,2020,1945.25,4087.6,755.08,24.6,-131.47,5.29,Loam,0.35,Medium,Warm,0,4,3
Machakos,Wheat,Long Rains,2021,3333.51,896.82,322.43,24.67,71.81,5.29,Loam,0.35,Low,Warm,1,4,3
Machakos,Wheat,Short Rains,2021,4170.43,4130.43,308.72,31.68,-136.23,5.29,Loam,0.35,Low,Hot,0,4,3
Machakos,Wheat,Long Rains,2022,4314.26,3656.03,810.12,15.79,-44.9,5.29,Loam,0.35,High,Cool,1,4,3
Machakos,Wheat,Short Rains,2022,3069.64,2149.39,655.02,20.97,-29.19,5.29,Loam,0.35,Medium,Warm,0,4,3
Machakos,Wheat,Long Rains,2023,4251.1,4343.71,1136.92,30.96,-95.93,5.29,Loam,0.35,High,Hot,1,4,3
Machakos,Wheat,Short Rains,2023,967.31,229.2,957.46,26.24,115.17,5.29,Loam,0.35,High,Hot,0,4,3
Machakos,Wheat,Long Rains,2024,2192.91,4071.71,822.79,26.58,-74.61,5.29,Loam,0.35,High,Hot,1,4,3
Machakos,Wheat,Short Rains,2024,4452.92,837.04,1031.63,24.13,-56.92,5.29,Loam,0.35,High,Warm,0,4,3
Machakos,Sorghum,Long Rains,2015,2998.28,1966.37,885.98,16.77,8.48,5.29,Loam,0.35,High,Cool,1,3,3
Machakos,Sorghum,Short Rains,2015,4388.68,4226.38,913.93,26.81,72.79,5.29,Loam,0.35,High,Hot,0,3,3
Machakos,Sorghum,Long Rains,2016,3901.82,2396.6,820.86,20.85,79.51,5.29,Loam,0.35,High,Warm,1,3,3
Machakos,Sorghum,Short Rains,2016,2334.83,1439.69,346.11,30.42,-18.89,5.29,Loam,0.35,Low,Hot,0,3,3
Machakos,Sorghum,Long Rains,2017,1008.59,4337.14,872.36,28.79,-97.14,5.29,Loam,0.35,High,Hot,1,3,3
Machakos,Sorghum,Short Rains,2017,3807.73,4998.62,796.61,23.87,126.1,5.29,Loam,0.35,Medium,Warm,0,3,3
Machakos,Sorghum,Long Rains,2018,4487.56,2821.62,1049.96,25.88,56.91,5.29,Loam,0.35,High,Hot,1,3,3
Machakos,Sorghum,Short Rains,2018,3645.25,4729.35,557.62,30.23,-133.43,5.29,Loam,0.35,Medium,Hot,0,3,3
Machakos,Sorghum,Long Rains,2019,3943.7,1312.01,678.99,28.16,128.19,5.29,Loam,0.35,Medium,Hot,1,3,3
Machakos,Sorghum,Short Rains,2019,2467.01,732.88,441.7,24.05,-14.65,5.29,Loam,0.35,Medium,Warm,0,3,3
Machakos,Sorghum,Long Rains,2020,4329.99,3070.26,974.09,29.11,-136.33,5.29,Loam,0.35,High,Hot,1,3,3
Machakos,Sorghum,Short Rains,2020,1645.98,3391.33,755.08,24.6,-131.47,5.29,Loam,0.35,Medium,Warm,0,3,3
Machakos,Sorghum,Long Rains,2021,3087.07,1855.0,322.43,24.67,71.81,5.29,Loam,0.35,Low,Warm,1,3,3
Machakos,Sorghum,Short Rains,2021,1220.16,3390.71,308.72,31.68,-136.23,5.29,Loam,0.35,Low,Hot,0,3,3
Machakos,Sorghum,Long Rains,2022,2725.14,3884.36,810.12,15.79,-44.9,5.29,Loam,0.35,High,Cool,1,3,3
Machakos,Sorghum,Short Rains,2022,2724.6,4275.69,655.02,20.97,-29.19,5.29,Loam,0.35,Medium,Warm,0,3,3
Machakos,Sorghum,Long Rains,2023,2842.06,2848.6,1136.92,30.96,-95.93,5.29,Loam,0.35,High,Hot,1,3,3
Machakos,Sorghum,Short Rains,2023,4043.62,2077.07,957.46,26.24,115.17,5.29,Loam,0.35,High,Hot,0,3,3
Machakos,Sorghum,Long Rains,2024,1295.86,241.04,822.79,26.58,-74.61,5.29,Loam,0.35,High,Hot,1,3,3
Machakos,Sorghum,Short Rains,2024,3594.01,3139.52,1031.63,24.13,-56.92,5.29,Loam,0.35,High,Warm,0,3,3
Machakos,Potatoes,Long Rains,2015,3405.1,1143.52,885.98,16.77,8.48,5.29,Loam,0.35,High,Cool,1,2,3
Machakos,Potatoes,Short Rains,2015,1304.57,171.27,913.93,26.81,72.79,5.29,Loam,0.35,High,Hot,0,2,3
Machakos,Potatoes,Long Rains,2016,2097.17,2990.6,820.86,20.85,79.51,5.29,Loam,0.35,High,Warm,1,2,3
Machakos,Potatoes,Short Rains,2016,2251.3,2243.63,346.11,30.42,-18.89,5.29,Loam,0.35,Low,Hot,0,2,3
Machakos,Potatoes,Long Rains,2017,4145.39,1806.45,872.36,28.79,-97.14,5.29,Loam,0.35,High,Hot,1,2,3
Machakos,Potatoes,Short Rains,2017,2701.76,3939.9,796.61,23.87,126.1,5.29,Loam,0.35,Medium,Warm,0,2,3
Machakos,Potatoes,Long Rains,2018,2267.21,3148.22,1049.96,25.88,56.91,5.29,Loam,0.35,High,Hot,1,2,3
Machakos,Potatoes,Short Rains,2018,3990.75,4752.65,557.62,30.23,-133.43,5.29,Loam,0.35,Medium,Hot,0,2,3
Machakos,Potatoes,Long Rains,2019,1344.17,4640.28,678.99,28.16,128.19,5.29,Loam,0.35,Medium,Hot,1,2,3
Machakos,Potatoes,Short Rains,2019,2620.83,1365.4,441.7,24.05,-14.65,5.29,Loam,0.35,Medium,Warm,0,2,3
Machakos,Potatoes,Long Rains,2020,2498.8,4902.16,974.09,29.11,-136.33,5.29,Loam,0.35,High,Hot,1,2,3
Machakos,Potatoes,Short Rains,2020,2622.69,1710.88,755.08,24.6,-131.47,5.29,Loam,0.35,Medium,Warm,0,2,3
Machakos,Potatoes,Long Rains,2021,3143.58,1276.71,322.43,24.67,71.81,5.29,Loam,0.35,Low,Warm,1,2,3
Machakos,Potatoes,Short Rains,2021,1080.69,731.51,308.72,31.68,-136.23,5.29,Loam,0.35,Low,Hot,0,2,3
Machakos,Potatoes,Long Rains,2022,1273.77,844.32,810.12,15.79,-44.9,5.29,Loam,0.35,High,Cool,1,2,3
Machakos,Potatoes,Short Rains,2022,1313.66,3240.29,655.02,20.97,-29.19,5.29,Loam,0.35,Medium,Warm,0,2,3
Machakos,Potatoes,Long Rains,2023,1472.96,1793.77,1136.92,30.96,-95.93,5.29,Loam,0.35,High,Hot,1,2,3
Machakos,Potatoes,Short Rains,2023,4118.12,2422.41,957.46,26.24,115.17,5.29,Loam,0.35,High,Hot,0,2,3
Machakos,Potatoes,Long Rains,2024,3269.96,944.37,822.79,26.58,-74.61,5.29,Loam,0.35,High,Hot,1,2,3
Machakos,Potatoes,Short Rains,2024,1511.47,300.26,1031.63,24.13,-56.92,5.29,Loam,0.35,High,Warm,0,2,3
Meru,Maize,Long Rains,2015,1425.06,1465.09,637.17,28.79,121.61,5.31,Silty Clay,0.86,Medium,Hot,1,1,4
Meru,Maize,Short Rains,2015,1454.94,534.64,1126.41,18.13,-105.1,5.31,Silty Clay,0.86,High,Warm,0,1,4
Meru,Maize,Long Rains,2016,1246.35,2357.82,988.21,19.94,126.57,5.31,Silty Clay,0.86,High,Warm,1,1,4
Meru,Maize,Short Rains,2016,1563.43,1884.92,659.78,17.2,-120.59,5.31,Silty Clay,0.86,Medium,Cool,0,1,4
Meru,Maize,Long Rains,2017,2662.64,3482.93,411.32,25.32,-7.3,5.31,Silty Clay,0.86,Medium,Hot,1,1,4
Meru,Maize,Short Rains,2017,945.45,4017.11,932.06,15.84,-122.2,5.31,Silty Clay,0.86,High,Cool,0,1,4
Meru,Maize,Long Rains,2018,3123.23,500.62,952.53,20.68,-64.08,5.31,Silty Clay,0.86,High,Warm,1,1,4
Meru,Maize,Short Rains,2018,4032.24,4612.27,1091.48,14.62,-144.54,5.31,Silty Clay,0.86,High,Cool,0,1,4
Meru,Maize,Long Rains,2019,1025.99,1456.7,585.94,20.75,149.07,5.31,Silty Clay,0.86,Medium,Warm,1,1,4
Meru,Maize,Short Rains,2019,3782.94,3766.47,1033.55,25.55,-103.92,5.31,Silty Clay,0.86,High,Hot,0,1,4
Meru,Maize,Long Rains,2020,1482.73,1125.81,959.75,19.17,-39.26,5.31,Silty Clay,0.86,High,Warm,1,1,4
Meru,Maize,Short Rains,2020,2170.75,2474.16,315.06,29.35,-57.15,5.31,Silty Clay,0.86,Low,Hot,0,1,4
Meru,Maize,Long Rains,2021,3087.54,1907.68,806.63,15.64,87.78,5.31,Silty Clay,0.86,High,Cool,1,1,4
Meru,Maize,Short Rains,2021,2511.38,3762.61,326.29,15.0,66.1,5.31,Silty Clay,0.86,Low,Cool,0,1,4
Meru,Maize,Long Rains,2022,935.73,1336.94,328.05,22.69,63.46,5.31,Silty Clay,0.86,Low,Warm,1,1,4
Meru,Maize,Short Rains,2022,3439.39,4486.51,732.45,28.42,14.66,5.31,Silty Clay,0.86,Medium,Hot,0,1,4
Meru,Maize,Long Rains,2023,2693.21,2707.36,842.61,27.67,-146.53,5.31,Silty Clay,0.86,High,Hot,1,1,4
Meru,Maize,Short Rains,2023,1196.54,2292.32,1135.92,25.13,90.28,5.31,Silty Clay,0.86,High,Hot,0,1,4
Meru,Maize,Long Rains,2024,2770.68,1288.11,310.76,24.14,-88.27,5.31,Silty Clay,0.86,Low,Warm,1,1,4
Meru,Maize,Short Rains,2024,1796.2,1948.69,543.67,20.86,149.75,5.31,Silty Clay,0.86,Medium,Warm,0,1,4
Meru,Beans,Long Rains,2015,874.26,1678.19,637.17,28.79,121.61,5.31,Silty Clay,0.86,Medium,Hot,1,0,4
Meru,Beans,Short Rains,2015,1582.36,1704.74,1126.41,18.13,-105.1,5.31,Silty Clay,0.86,High,Warm,0,0,4
Meru,Beans,Long Rains,2016,1243.12,4463.58,988.21,19.94,126.57,5.31,Silty Clay,0.86,High,Warm,1,0,4
Meru,Beans,Short Rains,2016,2996.29,3427.6,659.78,17.2,-120.59,5.31,Silty Clay,0.86,Medium,Cool,0,0,4
Meru,Beans,Long Rains,2017,3719.93,2542.37,411.32,25.32,-7.3,5.31,Silty Clay,0.86,Medium,Hot,1,0,4
Meru,Beans,Short Rains,2017,1121.61,2731.82,932.06,15.84,-122.2,5.31,Silty Clay,0.86,High,Cool,0,0,4
Meru,Beans,Long Rains,2018,2971.31,3752.65,952.53,20.68,-64.08,5.31,Silty Clay,0.86,High,Warm,1,0,4
Meru,Beans,Short Rains,2018,2397.14,725.14,1091.48,14.62,-144.54,5.31,Silty Clay,0.86,High,Cool,0,0,4
Meru,Beans,Long Rains,2019,1849.97,1879.1,585.94,20.75,149.07,5.31,Silty Clay,0.86,Medium,Warm,1,0,4
Meru,Beans,Short Rains,2019,3189.89,2896.81,1033.55,25.55,-103.92,5.31,Silty Clay,0.86,High,Hot,0,0,4
Meru,Beans,Long Rains,2020,2117.56,4933.92,959.75,19.17,-39.26,5.31,Silty Clay,0.86,High,Warm,1,0,4
Meru,Beans,Short Rains,2020,3041.37,1262.41,315.06,29.35,-57.15,5.31,Silty Clay,0.86,Low,Hot,0,0,4
Meru,Beans,Long Rains,2021,1176.6,849.01,806.63,15.64,87.78,5.31,Silty Clay,0.86,High,Cool,1,0,4
Meru,Beans,Short Rains,2021,1710.04,887.34,326.29,15.0,66.1,5.31,Silty Clay,0.86,Low,Cool,0,0,4
Meru,Beans,Long Rains,2022,1490.3,1496.97,328.05,22.69,63.46,5.31,Silty Clay,0.86,Low,Warm,1,0,4
Meru,Beans,Short Rains,2022,1441.48,4494.15,732.45,28.42,14.66,5.31,Silty Clay,0.86,Medium,Hot,0,0,4
Meru,Beans,Long Rains,2023,1096.86,2670.11,842.61,27.67,-146.53,5.31,Silty Clay,0.86,High,Hot,1,0,4
Meru,Beans,Short Rains,2023,2318.47,4913.66,1135.92,25.13,90.28,5.31,Silty Clay,0.86,High,Hot,0,0,4
Meru,Beans,Long Rains,2024,1214.54,2049.49,310.76,24.14,-88.27,5.31,Silty Clay,0.86,Low,Warm,1,0,4
Meru,Beans,Short Rains,2024,4387.04,4340.98,543.67,20.86,149.75,5.31,Silty Clay,0.86,Medium,Warm,0,0,4
Meru,Wheat,Long Rains,2015,3823.17,1363.72,637.17,28.79,121.61,5.31,Silty Clay,0.86,Medium,Hot,1,4,4
Meru,Wheat,Short Rains,2015,1432.28,3376.35,1126.41,18.13,-105.1,5.31,Silty Clay,0.86,High,Warm,0,4,4
Meru,Wheat,Long Rains,2016,4238.69,2828.14,988.21,19.94,126.57,5.31,Silty Clay,0.86,High,Warm,1,4,4
Meru,Wheat,Short Rains,2016,2914.97,1471.9,659.78,17.2,-120.59,5.31,Silty Clay,0.86,Medium,Cool,0,4,4
Meru,Wheat,Long Rains,2017,3647.12,1016.51,411.32,25.32,-7.3,5.31,Silty Clay,0.86,Medium,Hot,1,4,4
Meru,Wheat,Short Rains,2017,1997.61,2184.64,932.06,15.84,-122.2,5.31,Silty Clay,0.86,High,Cool,0,4,4
Meru,Wheat,Long Rains,2018,2678.16,1287.81,952.53,20.68,-64.08,5.31,Silty Clay,0.86,High,Warm,1,4,4
Meru,Wheat,Short Rains,2018,1224.9,3092.04,1091.48,14.62,-144.54,5.31,Silty Clay,0.86,High,Cool,0,4,4
Meru,Wheat,Long Rains,2019,1867.93,2948.07,585.94,20.75,149.07,5.31,Silty Clay,0.86,Medium,Warm,1,4,4
Meru,Wheat,Short Rains,2019,1371.14,2457.59,1033.55,25.55,-103.92,5.31,Silty Clay,0.86,High,Hot,0,4,4
Meru,Wheat,Long Rains,2020,2770.58,353.94,959.75,19.17,-39.26,5.31,Silty Clay,0.86,High,Warm,1,4,4
Meru,Wheat,Short Rains,2020,2045.44,758.63,315.06,29.35,-57.15,5.31,Silty Clay,0.86,Low,Hot,0,4,4
Meru,Wheat,Long Rains,2021,1034.49,4950.81,806.63,15.64,87.78,5.31,Silty Clay,0.86,High,Cool,1,4,4
Meru,Wheat,Short Rains,2021,1992.71,4068.38,326.29,15.0,66.1,5.31,Silty Clay,0.86,Low,Cool,0,4,4
Meru,Wheat,Long Rains,2022,1742.17,3439.36,328.05,22.69,63.46,5.31,Silty Clay,0.86,Low,Warm,1,4,4
Meru,Wheat,Short Rains,2022,3612.84,3018.63,732.45,28.42,14.66,5.31,Silty Clay,0.86,Medium,Hot,0,4,4
Meru,Wheat,Long Rains,2023,2544.83,2118.02,842.61,27.67,-146.53,5.31,Silty Clay,0.86,High,Hot,1,4,4
Meru,Wheat,Short Rains,2023,2090.81,4654.69,1135.92,25.13,90.28,5.31,Silty Clay,0.86,High,Hot,0,4,4
Meru,Wheat,Long Rains,2024,3873.29,4828.63,310.76,24.14,-88.27,5.31,Silty Clay,0.86,Low,Warm,1,4,4
Meru,Wheat,Short Rains,2024,1259.9,3681.25,543.67,20.86,149.75,5.31,Silty Clay,0.86,Medium,Warm,0,4,4
Meru,Sorghum,Long Rains,2015,4271.86,988.04,637.17,28.79,121.61,5.31,Silty Clay,0.86,Medium,Hot,1,3,4
Meru,Sorghum,Short Rains,2015,1046.04,3731.49,1126.41,18.13,-105.1,5.31,Silty Clay,0.86,High,Warm,0,3,4
Meru,Sorghum,Long Rains,2016,2925.55,4224.96,988.21,19.94,126.57,5.31,Silty Clay,0.86,High,Warm,1,3,4
Meru,Sorghum,Short Rains,2016,1317.16,3996.81,659.78,17.2,-120.59,5.31,Silty Clay,0.86,Medium,Cool,0,3,4
Meru,Sorghum,Long Rains,2017,1546.02,901.91,411.32,25.32,-7.3,5.31,Silty Clay,0.86,Medium,Hot,1,3,4
Meru,Sorghum,Short Rains,2017,1407.78,4091.42,932.06,15.84,-122.2,5.31,Silty Clay,0.86,High,Cool,0,3,4
Meru,Sorghum,Long Rains,2018,3261.23,2663.02,952.53,20.68,-64.08,5.31,Silty Clay,0.86,High,Warm,1,3,4
Meru,Sorghum,Short Rains,2018,2127.67,4398.28,1091.48,14.62,-144.54,5.31,Silty Clay,0.86,High,Cool,0,3,4
Meru,Sorghum,Long Rains,2019,2252.05,4101.34,585.94,20.75,149.07,5.31,Silty Clay,0.86,Medium,Warm,1,3,4
Meru,Sorghum,Short Rains,2019,2424.8,1947.03,1033.55,25.55,-103.92,5.31,Silty Clay,0.86,High,Hot,0,3,4
Meru,Sorghum,Long Rains,2020,2511.92,1576.75,959.75,19.17,-39.26,5.31,Silty Clay,0.86,High,Warm,1,3,4
Meru,Sorghum,Short Rains,2020,3566.15,2563.33,315.06,29.35,-57.15,5.31,Silty Clay,0.86,Low,Hot,0,3,4
Meru,Sorghum,Long Rains,2021,1659.19,4507.92,806.63,15.64,87.78,5.31,Silty Clay,0.86,High,Cool,1,3,4
Meru,Sorghum,Short Rains,2021,2220.4,2763.41,326.29,15.0,66.1,5.31,Silty Clay,0.86,Low,Cool,0,3,4
Meru,Sorghum,Long Rains,2022,4153.95,3158.77,328.05,22.69,63.46,5.31,Silty Clay,0.86,Low,Warm,1,3,4
Meru,Sorghum,Short Rains,2022,1232.52,4705.18,732.45,28.42,14.66,5.31,Silty Clay,0.86,Medium,Hot,0,3,4
Meru,Sorghum,Long Rains,2023,3122.52,1741.04,842.61,27.67,-146.53,5.31,Silty Clay,0.86,High,Hot,1,3,4
Meru,Sorghum,Short Rains,2023,1315.31,3990.72,1135.92,25.13,90.28,5.31,Silty Clay,0.86,High,Hot,0,3,4
Meru,Sorghum,Long Rains,2024,3094.27,2713.96,310.76,24.14,-88.27,5.31,Silty Clay,0.86,Low,Warm,1,3,4
Meru,Sorghum,Short Rains,2024,4107.4,3964.13,543.67,20.86,149.75,5.31,Silty Clay,0.86,Medium,Warm,0,3,4
Meru,Potatoes,Long Rains,2015,1361.2,1627.44,637.17,28.79,121.61,5.31,Silty Clay,0.86,Medium,Hot,1,2,4
Meru,Potatoes,Short Rains,2015,1719.41,3745.34,1126.41,18.13,-105.1,5.31,Silty Clay,0.86,High,Warm,0,2,4
Meru,Potatoes,Long Rains,2016,924.07,2892.46,988.21,19.94,126.57,5.31,Silty Clay,0.86,High,Warm,1,2,4
Meru,Potatoes,Short Rains,2016,3621.1,4396.15,659.78,17.2,-120.59,5.31,Silty Clay,0.86,Medium,Cool,0,2,4
Meru,Potatoes,Long Rains,2017,2065.7,4124.16,411.32,25.32,-7.3,5.31,Silty Clay,0.86,Medium,Hot,1,2,4
Meru,Potatoes,Short Rains,2017,1209.34,4247.62,932.06,15.84,-122.2,5.31,Silty Clay,0.86,High,Cool,0,2,4
Meru,Potatoes,Long Rains,2018,1271.71,2046.71,952.53,20.68,-64.08,5.31,Silty Clay,0.86,High,Warm,1,2,4
Meru,Potatoes,Short Rains,2018,3749.99,834.6,1091.48,14.62,-144.54,5.31,Silty Clay,0.86,High,Cool,0,2,4
Meru,Potatoes,Long Rains,2019,1648.23,3639.04,585.94,20.75,149.07,5.31,Silty Clay,0.86,Medium,Warm,1,2,4
Meru,Potatoes,Short Rains,2019,3464.14,3241.62,1033.55,25.55,-103.92,5.31,Silty Clay,0.86,High,Hot,0,2,4
Meru,Potatoes,Long Rains,2020,3367.61,2759.35,959.75,19.17,-39.26,5.31,Silty Clay,0.86,High,Warm,1,2,4
Meru,Potatoes,Short Rains,2020,1731.66,1793.91,315.06,29.35,-57.15,5.31,Silty Clay,0.86,Low,Hot,0,2,4
Meru,Potatoes,Long Rains,2021,1471.91,4551.41,806.63,15.64,87.78,5.31,Silty Clay,0.86,High,Cool,1,2,4
Meru,Potatoes,Short Rains,2021,2958.55,2064.17,326.29,15.0,66.1,5.31,Silty Clay,0.86,Low,Cool,0,2,4
Meru,Potatoes,Long Rains,2022,2509.42,4741.69,328.05,22.69,63.46,5.31,Silty Clay,0.86,Low,Warm,1,2,4
Meru,Potatoes,Short Rains,2022,1367.4,2972.53,732.45,28.42,14.66,5.31,Silty Clay,0.86,Medium,Hot,0,2,4
Meru,Potatoes,Long Rains,2023,2671.79,3096.13,842.61,27.67,-146.53,5.31,Silty Clay,0.86,High,Hot,1,2,4
Meru,Potatoes,Short Rains,2023,867.01,4373.41,1135.92,25.13,90.28,5.31,Silty Clay,0.86,High,Hot,0,2,4
Meru,Potatoes,Long Rains,2024,4248.84,2869.15,310.76,24.14,-88.27,5.31,Silty Clay,0.86,Low,Warm,1,2,4
Meru,Potatoes,Short Rains,2024,3377.61,4620.25,543.67,20.86,149.75,5.31,Silty Clay,0.86,Medium,Warm,0,2,4
Kakamega,Maize,Long Rains,2015,3416.78,847.44,1191.11,27.75,-128.45,5.49,Clay,0.34,High,Hot,1,1,0
Kakamega,Maize,Short Rains,2015,2932.27,3072.9,1176.63,31.74,-77.94,5.49,Clay,0.34,High,Hot,0,1,0
Kakamega,Maize,Long Rains,2016,2369.28,3708.58,750.92,26.52,-70.44,5.49,Clay,0.34,Medium,Hot,1,1,0
Kakamega,Maize,Short Rains,2016,4257.16,4635.29,1168.9,30.17,7.65,5.49,Clay,0.34,High,Hot,0,1,0
Kakamega,Maize,Long Rains,2017,2468.11,654.87,756.77,21.9,-146.98,5.49,Clay,0.34,Medium,Warm,1,1,0
